price,year_sold,property_tax,insurance,beds,baths,sqft,year_built,lot_size,basement,popular,recession,property_age,property_type_Condo
349900,2007,368,112,3,2,816,1949,3484,1,0,0,58,1
255000,2009,327,99,3,2,879,1950,9999,1,0,0,59,0
255000,2012,360,109,3,2,884,1964,3140,1,0,1,48,0
232500,2007,233,66,3,2,890,1954,25264,1,0,0,53,0
405000,2014,309,107,3,2,922,1944,0,1,0,0,70,1
429900,2005,344,104,3,2,966,1980,5647,1,0,0,25,0
249600,2005,184,52,3,2,969,1988,1281,1,0,0,17,1
299000,2011,336,102,3,2,972,1964,21780,1,0,1,47,0
246700,2012,245,74,3,2,997,1984,1119,1,0,1,28,1
360000,2012,351,107,3,2,1009,1959,8925,1,0,1,53,0
349900,2007,278,85,3,2,1036,1954,3598,1,0,0,53,1
280000,2005,211,59,3,2,1040,2013,14810,1,0,0,-8,0
350000,2014,308,94,3,2,1060,1983,1341,1,0,0,31,1
339500,2006,180,55,3,2,1064,1988,0,1,0,0,18,1
320000,2005,274,83,3,2,1084,1967,0,1,0,0,38,1
299000,2010,344,105,3,2,1092,1958,10545,1,0,1,52,0
305000,2008,319,97,3,2,1092,1958,10724,1,0,0,50,0
325900,2012,286,87,3,2,1100,1984,915,1,0,1,28,1
310000,2004,406,134,3,2,1102,1956,2016,1,0,0,48,1
358000,2013,323,98,3,2,1104,1990,1050,1,0,1,23,1
200750,2008,249,76,3,2,1131,1977,0,1,0,0,31,1
257600,2004,258,78,3,2,1144,1973,1502,1,0,0,31,1
280000,2013,310,80,3,2,1152,1963,8712,0,0,1,50,0
258000,2011,295,89,3,2,1178,1979,1398,1,0,1,32,1
415000,2014,368,112,3,2,1200,1949,5227,1,0,0,65,0
339000,2009,359,109,3,2,1200,1953,8745,1,0,0,56,0
249000,2001,368,112,3,2,1200,1953,9069,1,0,0,48,0
500000,2005,353,107,3,2,1208,1972,11761,1,0,0,33,0
345000,2012,397,121,3,2,1211,1954,10781,1,0,1,58,0
280000,2003,347,89,3,2,1214,2001,2178,1,0,0,2,1
285000,2008,278,84,3,2,1220,1982,2448,1,0,0,26,1
439900,2006,359,109,3,2,1220,1983,2178,1,0,0,23,1
428000,2014,364,111,3,2,1220,1984,1519,1,0,0,30,1
417000,2014,368,112,3,2,1220,1984,1520,1,0,0,30,1
410000,2006,327,99,3,2,1220,1985,1981,1,0,0,21,1
525000,2005,430,131,3,2,1224,1942,7000,1,0,0,63,0
392000,2013,341,118,3,2,1225,1954,16117,1,0,1,59,0
252500,2004,209,59,3,2,1228,1987,2012,1,0,0,17,1
375000,2005,254,77,3,2,1232,1973,2639,1,0,0,32,1
375000,2006,315,96,3,2,1232,1980,1540,1,0,0,26,1
378000,2009,335,102,3,2,1240,1982,1306,1,0,0,27,1
485000,2012,457,139,3,2,1254,1951,10737,1,0,1,61,0
445900,2009,349,121,3,2,1258,2003,0,0,0,0,6,1
335000,2009,376,114,3,2,1260,1948,3598,1,0,0,61,1
271000,2013,303,86,3,2,1260,1962,27007,1,0,1,51,0
399900,2010,409,124,3,2,1267,1954,10519,1,0,1,56,0
275000,2010,340,103,3,2,1276,1955,11761,1,0,1,55,0
333000,2008,311,94,3,2,1280,1979,1999,1,0,0,29,1
324000,2011,302,92,3,2,1280,1985,1441,1,0,1,26,1
440000,2013,399,121,3,2,1285,1963,11761,1,0,1,50,0
575000,2016,528,161,3,2,1287,1945,14374,1,0,0,71,0
275000,2009,269,82,3,2,1296,1963,15681,1,0,0,46,0
425000,2014,381,116,3,2,1304,1978,8616,1,0,0,36,0
295000,2005,245,74,3,2,1304,1980,1446,1,0,0,25,1
319900,2004,295,90,3,2,1320,1971,1400,1,0,0,33,1
340000,2012,295,89,3,2,1320,1972,1400,1,0,1,40,1
258000,2005,174,42,3,2,1320,1983,1650,1,0,0,22,1
370000,2005,242,68,3,2,1320,1996,1599,1,0,0,9,1
700000,2005,548,167,3,2,1325,1939,7000,1,0,0,66,0
200000,2010,211,64,3,2,1330,1972,0,1,0,1,38,1
242990,2010,232,65,3,2,1330,2010,0,1,0,1,0,1
320000,2015,344,104,3,2,1331,1969,19166,1,0,0,46,0
319950,2007,324,83,3,2,1332,1995,2178,1,0,0,12,1
250000,2011,258,78,3,2,1332,2003,0,1,0,1,8,0
235000,2014,237,61,3,2,1334,1978,0,1,0,0,36,1
211500,2012,184,56,3,2,1338,1967,0,1,0,1,45,1
350000,2005,389,118,3,2,1340,1965,10497,1,0,0,40,0
209900,2014,202,57,3,2,1342,1970,2748,0,0,0,44,1
390000,2013,344,105,3,2,1342,1985,1540,1,0,1,28,1
416000,2006,332,81,3,2,1344,1984,12632,1,0,0,22,0
245000,2010,251,71,3,2,1348,1987,1599,1,0,1,23,1
236000,2008,286,81,3,2,1348,2006,1629,1,0,0,2,1
238500,2011,327,99,3,2,1350,1978,2757,1,0,1,33,0
440000,2011,409,124,3,2,1352,1974,22215,1,0,1,37,0
250000,2011,278,85,3,2,1360,1983,1498,1,0,1,28,1
239900,2011,250,70,3,2,1360,1995,1559,1,0,1,16,1
325000,2007,245,75,3,2,1362,1963,0,1,0,0,44,1
309900,2011,378,97,3,2,1368,2003,1742,1,0,1,8,1
293000,2014,255,78,3,2,1370,1984,2308,1,0,0,30,1
459000,2005,359,109,3,2,1370,1992,1778,1,0,0,13,1
297000,2009,311,94,3,2,1374,1994,1528,1,0,0,15,1
249000,2001,359,109,3,2,1375,1994,1499,1,0,0,7,1
455900,2013,352,107,3,2,1380,1990,1660,1,0,1,23,0
375490,2004,278,84,3,2,1380,1997,0,1,0,0,7,1
375000,2013,388,134,3,2,1400,1938,7013,0,0,1,75,0
271000,2005,192,58,3,2,1400,1972,0,1,0,0,33,1
350000,2010,327,100,3,2,1400,1972,1400,1,0,1,38,1
368253,2005,310,79,3,2,1400,2005,0,1,0,0,0,1
399000,2009,434,132,3,2,1404,1951,10001,1,0,0,58,0
290000,2010,377,115,3,2,1404,1959,9003,1,0,1,51,0
331000,2006,193,55,3,2,1408,1967,1542,1,0,0,39,1
300000,2008,356,91,3,2,1408,2000,1742,1,0,0,8,1
462330,2013,458,139,3,2,1418,2013,0,1,0,1,0,1
317500,2003,336,102,3,2,1421,1985,0,1,0,0,18,1
209900,2015,286,81,3,2,1440,1963,12632,1,0,0,52,0
299900,2008,295,90,3,2,1440,1988,1444,1,0,0,20,1
347644,2016,318,97,3,2,1442,1974,1743,1,0,0,42,0
279900,2012,358,92,3,2,1444,1971,9147,0,0,1,41,0
385000,2011,277,96,3,2,1446,1965,0,0,0,1,46,1
330000,2007,244,74,3,2,1452,1968,0,1,0,0,39,1
360000,2007,299,91,3,2,1452,1974,1760,1,0,0,33,0
455000,2015,389,118,3,2,1452,1981,1540,1,0,0,34,1
324000,2015,325,99,3,2,1452,1992,2535,1,0,0,23,1
350000,2004,349,89,3,2,1452,1994,1742,1,0,0,10,1
400000,2005,348,106,3,2,1456,1984,1500,1,0,0,21,1
262000,2012,308,87,3,2,1459,1975,52707,0,0,1,37,0
475000,2009,467,142,3,2,1468,1948,10175,1,0,0,61,0
420000,2014,504,153,3,2,1475,1954,9334,1,0,0,60,0
467000,2011,450,137,3,2,1483,2004,0,1,0,1,7,1
440000,2005,307,93,3,2,1484,1986,1825,1,0,0,19,1
309900,2011,323,98,3,2,1496,1979,2378,1,0,1,32,1
444000,2005,295,90,3,2,1496,1981,1542,1,0,0,24,1
345000,2007,327,99,3,2,1501,1980,1542,1,0,0,27,1
400000,2011,368,112,3,2,1503,1951,10254,1,0,1,60,0
223500,2003,255,84,3,2,1506,1975,0,0,0,0,28,1
341500,2009,409,124,3,2,1508,1953,9827,1,0,0,56,0
306000,2013,251,83,3,2,1510,1975,0,0,0,1,38,1
438950,2006,385,117,3,2,1512,1977,2613,1,0,0,29,1
340000,2008,286,87,3,2,1514,1997,0,1,0,0,11,1
260000,2010,257,78,3,2,1518,1991,0,1,0,1,19,1
415000,2014,352,107,3,2,1522,1989,1760,1,0,0,25,1
345000,2012,317,96,3,2,1524,2006,0,1,0,1,6,1
320000,2016,360,109,3,2,1532,1980,1812,1,0,0,36,1
399900,2003,409,124,3,2,1534,1953,10023,1,0,0,50,0
228000,2010,269,69,3,2,1540,1972,1742,0,0,1,38,1
239000,2010,266,68,3,2,1540,1973,1742,0,0,1,37,1
310000,2012,307,87,3,2,1541,1977,87991,1,0,1,35,0
415000,2011,430,131,3,2,1544,1996,1964,1,0,1,15,1
385000,2009,359,109,3,2,1546,1993,1600,1,0,0,16,1
325000,2007,433,132,3,2,1548,1950,16988,1,0,0,57,0
245000,1999,635,184,3,2,1550,1936,13939,1,0,0,63,0
324999,2014,284,86,3,2,1554,1954,3767,1,0,0,60,1
469335,2004,524,159,3,2,1556,1986,1742,1,0,0,18,1
607000,2007,562,171,3,2,1560,1950,20908,1,0,0,57,0
460000,2005,397,121,3,2,1564,1977,9282,1,0,0,28,0
381000,2006,360,110,3,2,1574,1986,0,1,0,0,20,1
305000,2007,228,64,3,2,1575,1983,1759,1,0,0,24,1
272500,2002,438,133,3,2,1582,1958,10890,1,0,0,44,0
395000,2013,426,129,3,2,1586,1972,13068,1,0,1,41,0
450000,2006,397,102,3,2,1590,1986,11325,1,0,0,20,0
300000,2009,307,93,3,2,1593,1991,0,1,0,0,18,1
243000,1998,409,125,3,2,1594,1998,1594,1,0,0,0,1
449835,2008,344,104,3,2,1600,1994,2561,1,0,0,14,1
214000,1997,425,129,3,2,1600,1996,1846,1,0,0,1,1
290889,2010,294,83,3,2,1600,2010,1720,1,0,1,0,1
212000,2010,367,72,3,2,1614,1961,7013,1,0,1,49,0
384900,2005,259,73,3,2,1614,1992,2688,1,0,0,13,1
428002,2006,324,98,3,2,1620,2006,0,1,0,0,0,1
540000,2005,344,104,3,2,1621,2005,1120,1,0,0,0,1
422000,2013,377,114,3,2,1624,2004,1057,1,0,1,9,1
218000,2003,307,93,3,2,1625,1974,1595,1,0,0,29,1
289990,2009,286,73,3,2,1629,2009,0,0,0,0,0,1
355000,2004,373,96,3,2,1632,1988,1742,1,0,0,16,1
499900,2005,469,156,3,2,1636,2000,2178,0,0,0,5,1
265000,2009,368,94,3,2,1637,1988,6969,0,0,0,21,0
365000,2010,326,99,3,2,1638,1984,0,1,0,1,26,1
209900,2003,325,83,3,2,1640,1985,1742,1,0,0,18,1
347903,2004,319,97,3,2,1640,2004,1400,1,0,0,0,1
297000,2009,352,107,3,2,1650,1955,10800,1,0,0,54,0
600000,2008,520,158,3,2,1654,1941,8102,1,0,0,67,0
450000,2007,409,124,3,2,1661,1979,1575,1,0,0,28,0
395000,2014,340,103,3,2,1661,1988,3057,1,0,0,26,1
232600,2012,286,73,3,2,1662,1972,2614,0,0,1,40,1
550000,2008,541,165,3,2,1672,1984,1734,1,0,0,24,1
255000,2010,300,85,3,2,1672,2004,1803,1,0,1,6,1
407200,2005,327,99,3,2,1674,1993,1842,1,0,0,12,1
485000,2013,418,127,3,2,1682,1965,9456,1,0,1,48,0
226000,2009,300,77,3,2,1682,1991,1742,1,0,0,18,1
395000,2005,290,82,3,2,1682,2004,1808,1,0,0,1,1
389990,2004,286,81,3,2,1686,2004,2047,1,0,0,0,1
489000,2012,426,129,3,2,1691,1986,13939,1,0,1,26,0
247640,1999,434,132,3,2,1692,1999,1598,1,0,0,0,1
525000,2006,352,107,3,2,1695,1982,0,1,0,0,24,1
525000,2012,471,163,3,2,1696,1941,5675,1,0,1,71,0
271900,2008,290,88,3,2,1705,1979,0,1,0,0,29,1
679370,2013,594,181,3,2,1706,2013,1173,1,0,1,0,1
360000,2010,377,114,3,2,1708,2004,1899,1,0,1,6,1
600000,2006,630,218,3,2,1710,1974,0,1,0,0,32,1
215570,2001,400,122,3,2,1722,1978,1977,1,0,0,23,1
450000,2008,450,137,3,2,1725,1996,2108,1,0,0,12,1
342500,2010,319,97,3,2,1729,1962,15681,1,0,1,48,0
566700,2011,526,174,3,2,1734,1925,5519,1,0,1,86,0
430000,2004,404,123,3,2,1750,1981,1746,1,0,0,23,1
319500,2003,337,112,3,2,1752,1997,1981,1,0,0,6,1
335655,2005,299,85,3,2,1760,2004,1790,1,0,0,1,1
539900,2005,458,139,3,2,1768,1999,2545,1,0,0,6,1
529600,2005,392,119,3,2,1770,1958,23086,1,0,0,47,0
446151,2011,428,142,3,2,1778,1994,1711,1,0,1,17,0
285810,2010,305,78,3,2,1784,2010,0,0,0,1,0,1
457091,2013,337,117,3,2,1786,1947,9270,0,0,1,66,0
429000,2012,392,119,3,2,1787,1993,2143,1,0,1,19,1
214900,2000,334,94,3,2,1793,1984,55756,1,0,0,16,0
203000,1996,561,195,3,2,1800,1947,6943,1,0,0,49,0
346000,2014,327,99,3,2,1800,1975,11325,1,0,0,39,0
630000,2006,594,181,3,2,1806,1959,20037,1,0,0,47,0
321610,2002,378,107,3,2,1806,2002,1372,1,0,0,0,1
399900,2005,354,91,3,2,1810,1988,2178,1,0,0,17,1
340000,2007,360,71,3,2,1814,1999,2570,1,0,0,8,1
349900,1999,396,102,3,2,1823,1945,41817,1,0,0,54,0
262000,2011,343,83,3,2,1828,1985,17424,1,0,1,26,0
365000,2007,319,97,3,2,1833,1978,2143,1,0,0,29,1
291000,2012,290,82,3,2,1836,2005,2278,1,0,1,7,1
300000,2008,329,84,3,2,1840,1997,2613,1,0,0,11,1
345000,2006,327,99,3,2,1842,1975,0,1,0,0,31,1
325000,2008,329,84,3,2,1842,1995,5227,1,0,0,13,1
290000,2010,367,94,3,2,1848,1988,4792,1,0,1,22,0
293000,2002,303,92,3,2,1854,1953,9565,1,0,0,49,0
247000,2010,274,78,3,2,1857,2003,2622,1,0,1,7,1
382921,2003,471,143,3,2,1858,2003,2242,1,0,0,0,1
643000,2012,551,191,3,2,1862,1940,5344,1,0,1,72,0
367139,2007,313,80,3,2,1864,2007,0,0,0,0,0,1
309000,2008,392,119,3,2,1866,1953,10654,1,0,0,55,0
446000,2011,401,122,3,2,1875,1979,1540,1,0,1,32,1
420000,2008,434,132,3,2,1878,1996,2178,1,0,0,12,1
370000,2003,375,124,3,2,1884,1999,1821,1,0,0,4,0
385000,2000,586,195,3,2,1885,1997,0,0,0,0,3,1
450000,2010,390,129,3,2,1900,1998,1140,1,0,1,12,1
279900,2002,377,114,3,2,1910,1989,1986,1,0,0,13,1
496876,2005,402,103,3,2,1912,2005,1742,1,0,0,0,1
339900,2003,352,107,3,2,1918,1988,3057,1,0,0,15,1
675000,2006,553,168,3,2,1920,1993,3049,1,0,0,13,1
471500,2013,426,129,3,2,1934,1989,1556,1,0,1,24,1
565000,2014,464,161,3,2,1936,1952,6098,1,0,0,62,0
400000,2002,683,237,3,2,1940,1953,14374,1,0,0,49,0
445000,2016,411,125,3,2,1950,1951,9465,1,0,0,65,0
526000,2012,482,147,3,2,1984,2002,2141,1,0,1,10,1
350000,2015,336,102,3,2,1988,1957,11325,1,0,0,58,0
474000,2005,392,101,3,2,2008,2002,3484,1,0,0,3,1
400000,2008,426,129,3,2,2008,2005,2040,1,0,0,3,1
667000,2007,540,179,3,2,2014,1949,6272,1,0,0,58,0
489000,2003,611,212,3,2,2016,1975,6098,0,0,0,28,0
400000,2004,378,115,3,2,2017,1993,2561,1,0,0,11,1
753000,2007,647,224,3,2,2030,1947,7000,1,0,0,60,0
548000,2010,545,166,3,2,2036,2000,2000,1,0,1,10,0
310000,2011,352,100,3,2,2038,1975,43995,0,0,1,36,0
303000,2009,373,96,3,2,2038,2004,2613,1,0,0,5,1
395000,2005,277,78,3,2,2051,1983,7326,1,0,0,22,0
482500,2013,375,124,3,2,2062,1998,1329,1,0,1,15,1
260000,2004,339,87,3,2,2076,1998,2178,1,0,0,6,1
270000,2014,278,84,3,2,2079,1979,0,1,0,0,35,1
545000,2014,463,141,3,2,2084,1951,12196,1,0,0,63,0
312000,2000,474,164,3,2,2089,1981,0,1,0,0,19,1
344000,2004,296,84,3,2,2097,2003,2966,1,0,0,1,1
450000,2006,466,142,3,2,2100,1960,10572,1,0,0,46,0
320000,2007,300,77,3,2,2100,1993,2178,1,0,0,14,1
422500,2014,356,108,3,2,2102,1952,7535,1,0,0,62,0
365000,2002,413,137,3,2,2106,1981,1950,1,0,0,21,1
352500,2015,429,131,3,2,2112,1961,10497,1,0,0,54,0
615000,2013,537,163,3,2,2112,2000,2953,1,0,1,13,1
451675,2005,402,103,3,2,2121,2005,2178,1,0,0,0,1
485000,2004,406,134,3,2,2128,1981,2542,1,0,0,23,0
369000,2004,426,109,3,2,2130,2004,3484,1,0,0,0,1
600000,2008,647,224,3,2,2140,1990,7405,0,0,0,18,0
599900,2004,496,172,3,2,2146,1956,7148,0,0,0,48,0
699000,2005,515,171,3,2,2155,1995,1781,1,0,0,10,0
279000,1999,569,173,3,2,2172,1993,2600,1,0,0,6,1
590000,2008,554,192,3,2,2201,1955,7448,1,0,0,53,0
327990,2004,264,74,3,2,2204,2004,2940,1,0,0,0,1
261885,2009,237,67,3,2,2215,2009,0,0,0,0,0,1
705000,2010,575,191,3,2,2220,1954,6098,1,0,1,56,0
284857,2000,500,152,3,2,2236,1999,1903,1,0,0,1,1
395000,2006,321,91,3,2,2269,1988,3232,1,0,0,18,1
304320,2010,317,89,3,2,2296,2010,1981,1,0,1,0,1
409900,2007,422,108,3,2,2313,2005,2613,1,0,0,2,1
261250,2015,356,108,3,2,2320,1959,21780,1,0,0,56,0
385000,2012,303,92,3,2,2328,2010,0,1,0,1,2,1
359000,2011,299,91,3,2,2328,2011,0,1,0,1,0,1
588000,2010,465,154,3,2,2370,2009,0,1,0,1,1,1
340000,2012,370,104,3,2,2376,1981,51400,1,0,1,31,0
250000,2009,245,69,3,2,2384,2009,0,0,0,0,0,0
646319,2001,778,237,3,2,2392,2001,1568,1,0,0,0,1
772890,2013,688,209,3,2,2432,2012,2340,1,0,1,1,1
505000,2010,471,143,3,2,2437,2005,1827,1,0,1,5,1
653931,2007,467,142,3,2,2439,2007,1271,1,0,0,0,1
305000,2014,277,78,3,2,2464,1994,2613,1,0,0,20,1
389000,2006,312,88,3,2,2490,2004,2609,1,0,0,2,1
333500,2013,325,83,3,2,2499,2009,0,0,0,1,4,1
297283,2012,300,73,3,2,2500,2012,0,0,0,1,0,1
535000,2004,524,160,3,2,2526,1999,2591,1,0,0,5,1
626934,2007,520,158,3,2,2539,2007,2979,1,0,0,0,1
311370,2009,310,80,3,2,2552,2009,0,0,0,0,0,1
332320,2012,337,87,3,2,2552,2012,0,0,0,1,0,1
395841,2008,352,100,3,2,2564,2008,2922,1,0,0,0,1
378672,2007,320,82,3,2,2591,2007,0,1,0,0,0,1
378672,2007,320,82,3,2,2591,2007,0,0,0,0,0,0
502000,2003,573,174,3,2,2600,1983,40510,1,0,0,20,0
452145,2005,322,91,3,2,2611,2005,5723,1,0,0,0,1
254400,1997,606,156,3,2,2662,1973,260488,1,0,0,24,0
699900,2001,1008,350,3,2,2665,1965,0,0,0,0,36,1
325344,2010,289,82,3,2,2700,2010,0,1,0,1,0,1
497500,2000,871,302,3,2,2729,1991,2966,1,0,0,9,1
392235,2007,329,84,3,2,2766,2007,0,0,0,0,0,1
280000,2000,606,185,3,2,2796,1972,3120,1,0,0,28,1
401195,2007,317,89,3,2,2821,2007,4578,1,0,0,0,0
465000,2016,573,174,3,2,2872,1971,13503,1,0,0,45,0
387500,1994,1511,524,3,2,2875,1981,0,0,0,0,13,1
760000,2004,594,181,3,2,2900,2004,3484,1,0,0,0,1
525000,2004,471,143,3,2,2952,1999,1920,1,0,0,5,1
462790,2004,436,112,3,2,3040,2004,3484,1,0,0,0,1
544000,2003,647,197,3,2,3050,1957,15245,1,0,0,46,0
376968,2012,367,104,3,2,3102,2012,3162,1,0,1,0,1
370000,2003,352,100,3,2,3187,1975,160736,1,0,0,28,0
425000,2001,963,293,3,2,3194,1900,23522,1,0,0,101,0
495900,2007,509,131,3,2,3416,1986,140263,1,0,0,21,0
519900,2004,523,134,3,2,3477,1988,8712,1,0,0,16,0
275000,2008,363,93,3,3,500,1998,2613,1,0,0,10,1
575000,2005,516,157,3,3,962,1956,10580,1,0,0,49,0
212000,2002,303,92,3,3,1080,1988,1995,1,0,0,14,0
342000,2004,307,93,3,3,1116,2000,937,1,0,0,4,1
619000,2014,573,174,3,3,1137,1977,38332,1,0,0,37,0
290000,2008,360,110,3,3,1163,1943,7200,1,0,0,65,0
370000,2005,269,82,3,3,1170,1985,1200,1,0,0,20,1
451000,2005,393,119,3,3,1188,1979,1568,1,0,0,26,1
385500,2005,326,99,3,3,1220,1983,1300,1,0,0,22,1
295000,2010,344,105,3,3,1220,1987,2269,1,0,1,23,1
235000,2011,301,92,3,3,1226,1992,1498,1,0,1,19,1
343000,2008,295,89,3,3,1240,1998,1400,1,0,0,10,1
355000,2015,430,131,3,3,1247,1959,10754,1,0,0,56,0
425000,2006,245,75,3,3,1280,1972,1589,1,0,0,34,1
335000,2016,410,125,3,3,1280,1975,1424,1,0,0,41,1
332271,2015,307,93,3,3,1280,1984,1500,1,0,0,31,1
332000,2016,258,78,3,3,1280,1986,1340,1,0,0,30,1
335000,2012,326,99,3,3,1290,1980,1585,1,0,1,32,1
320000,2004,307,93,3,3,1294,1984,1441,1,0,0,20,1
435000,2005,299,91,3,3,1300,1986,2178,1,0,0,19,1
205000,2014,284,56,3,3,1300,2005,0,0,0,0,9,1
375000,2007,314,95,3,3,1320,1978,1400,1,0,0,29,1
236500,2003,306,93,3,3,1328,1981,1542,1,0,0,22,1
622500,2005,523,159,3,3,1360,1969,1750,1,0,0,36,1
398000,2005,122,37,3,3,1360,1975,1520,1,0,0,30,0
530000,2006,408,135,3,3,1360,1990,1880,1,0,0,16,0
310000,2010,336,102,3,3,1366,1998,0,1,0,1,12,1
249000,2008,298,91,3,3,1368,1987,2356,1,0,0,21,1
295000,2008,319,97,3,3,1392,1978,1520,1,0,0,30,1
329900,2004,314,81,3,3,1406,2001,0,1,0,0,3,1
330000,2010,340,103,3,3,1408,1974,1868,1,0,1,36,1
300000,2015,356,108,3,3,1408,1977,1650,1,0,0,38,1
310000,2005,344,105,3,3,1408,1980,1542,1,0,0,25,1
323000,2007,349,89,3,3,1408,1989,2613,1,0,0,18,1
253000,2013,244,69,3,3,1420,1991,1599,1,0,1,22,1
517500,2005,385,117,3,3,1428,1990,1650,1,0,0,15,1
340000,2007,302,92,3,3,1440,1985,2442,1,0,0,22,1
313540,2010,336,102,3,3,1450,1994,1392,1,0,1,16,1
360000,2008,360,109,3,3,1451,1992,1759,1,0,0,16,1
315500,2003,352,107,3,3,1452,1976,1542,1,0,0,27,1
290000,2012,315,96,3,3,1452,1978,1542,1,0,1,34,1
365000,2010,356,108,3,3,1452,1978,1726,1,0,1,32,1
355000,2013,307,93,3,3,1452,1984,1650,1,0,1,29,1
311000,2001,425,129,3,3,1456,1960,22215,1,0,0,41,0
399900,2015,368,112,3,3,1456,1989,1501,1,0,0,26,1
408000,2005,348,89,3,3,1456,1990,1742,1,0,0,15,1
475000,2005,348,106,3,3,1462,1987,2178,1,0,0,18,1
415000,2011,384,117,3,3,1474,1970,1760,1,0,1,41,1
401000,2011,479,146,3,3,1479,1979,1700,1,0,1,32,1
275000,2008,319,97,3,3,1480,1977,9099,1,0,0,31,0
350000,2009,352,107,3,3,1492,2003,1308,1,0,0,6,1
365000,2010,373,113,3,3,1496,1978,1742,1,0,1,32,1
720000,2006,576,199,3,3,1525,1950,9276,1,0,0,56,0
234000,2001,327,99,3,3,1532,1997,1698,1,0,0,4,1
538430,2011,523,159,3,3,1532,2011,835,1,0,1,0,1
649900,2011,539,187,3,3,1538,1946,5999,1,0,1,65,0
410000,2005,327,100,3,3,1540,1977,1650,1,0,0,28,1
236000,2010,311,94,3,3,1542,1985,1977,1,0,1,25,1
445000,2009,430,131,3,3,1552,1989,2096,1,0,0,20,1
325000,2011,315,96,3,3,1556,1992,1650,1,0,1,19,1
387000,2012,348,106,3,3,1568,1986,2230,1,0,1,26,1
334000,2004,299,91,3,3,1584,1983,1742,1,0,0,21,0
391066,2015,341,104,3,3,1584,1984,2652,1,0,0,31,1
395000,2004,352,107,3,3,1586,1994,1793,1,0,0,10,1
273050,2011,296,76,3,3,1588,2011,0,0,0,1,0,1
524000,2005,430,131,3,3,1600,1989,1660,1,0,0,16,1
264900,2004,300,77,3,3,1600,2001,0,1,0,0,3,1
719981,2013,655,199,3,3,1610,2013,792,1,0,1,0,1
397000,2012,360,110,3,3,1618,2004,1672,1,0,1,8,1
612000,2007,561,171,3,3,1628,1971,1694,1,0,0,36,1
486990,2011,479,146,3,3,1628,2010,1424,1,0,1,1,1
785000,2016,527,160,3,3,1640,1951,8530,1,0,0,65,0
343000,2008,327,100,3,3,1640,1996,1834,1,0,0,12,1
